Player,VPIP,PFR,3Bet Total,All-In Adj BB
Lord6983,58.75,27.63,12.99,-391.91
Lord_AceKing,34.69,9.52,1.59,-12.06
LordBurghley,66.67,11.11,0,1.86
lordknows14,36.84,23.68,7.14,108.54
lordymen,100,50,0,-26.54
loreinhardt,19.12,7.35,5.71,26.4
Loreninha,75.61,5,0,-37.93
losa811,46.75,23,5.06,132.1
LosLumumba88,0,0,0,-1
Loss Vegas,34.64,22.88,16.55,145.76
losterdb,38.41,23.91,10.91,-218.32
lotsofmoney,25.38,15.97,7.04,-452.63
Lottali,65.18,42.86,21.15,-95.73
LottoChamp,28.68,13.95,3.64,4.99
LottoMartin,33.16,21.07,11.53,44.06
lou kin weng,37.5,12.5,0,-29.5
lounge8888,71.43,33.33,0,-66
LouStock,47.62,28.23,4.23,-65.54
LovAAces,34.76,18.72,11.63,-151.06
love00316,26.79,16.07,13.64,-42.31
love4532,72.07,27.63,9.89,-168.21
Love4thaGame,32.81,22.95,11.61,327.3
Loverboy2013,68.75,8.33,4.55,-10.3
Lovetodo,26.47,14.71,6.25,-17.2
lovinAKs,18.18,12.12,4,5.57
loyden666,32.46,16.75,1.22,432.45
Loz702RIU,60,11.11,2.78,-136.34
LP '87 '93,61.43,31.43,3.03,5.19
LR-President,30.56,13.89,0,-14.73
LRRRRRRR,50.54,27.31,2.37,-273.79
Lrslzk,35.13,19.46,7.23,-711.05
lsjin,39.22,27.25,10.22,-61.08
ltt1981,43.64,30.91,19.05,-19.08
LUANI1986,40,8,0,6.01
Lucas Lugari,46.67,24.44,0,-87.79
LucasRj17,50,0,0,-1
luch7v,61.97,36.62,20.59,-229.97
luckas2003,53.62,39.13,0,178.84
LuckboxStami,31.13,17.86,9.39,104.21
luckboxx69,34.22,19.96,7.57,-5176.5
LuckEPenny,71.43,35.71,0,-85.18
LuckiestDude,45.95,28.83,0,92.11
LuckNeeded1,100,0,0,-16.91
LuckRoyal,59.59,12.98,9.12,-1202.88
LUCKY FACE,30.88,10.29,0,-25.9
LuckyGump,30.77,15.38,0,31.53
luckyJr41,44.35,24.35,3.92,-68.88
luckykissa30,56.25,12.5,0,-7.39
luckykurac23,35.69,19.63,9.72,-97.23
luckymo32,26.09,8.7,9.09,-6.97
luckyseven65,51.9,33.54,15.63,95.01
luckyshish,100,50,0,-41.63
luckysyava,30.17,17.22,5.19,-329.65
LuckyTwin10,38.89,16.67,0,-30.68
lucylooose,35.25,19.62,9.09,340.4
Lud0Max,59.78,30.43,4.88,226.89
ludachips28,34.88,13.95,0,76.28
ludoalko,57.17,35.24,19.29,-696.52
Ludvig100602,65.68,12.15,7.33,-1851.06
Lugimus,35.29,29.41,12.5,30.89
luis191074,75,0,0,-26.99
Luis509,36.54,14.57,1.46,9.69
LuisaoL3,51.22,17.07,4,36.14
luiskhg,61.73,7.72,4.81,2.86
lukciouk,62.67,14.67,2.78,-158.37
luke09282015,41.03,5.13,0,51
Lukovjan,85,35,0,3.66
LuluAK,48.91,11.96,2.08,57.06
lulucanhao,41.67,0,0,-13.46
Luly1986,45.19,11.54,3.85,-199.65
lumikara,100,100,100,9.6
Lundin89,20,0,0,23.49
lundkok86,51.72,34.48,18.75,-50.94
lushiouslisa,100,83.33,33.33,-16.97
LutscherOne,33.33,0,0,-19.67
luubraga,48.15,25.93,7.69,71.57
luv cognac,76.19,33.33,8.33,-46.56
Luv2jam82,100,100,100,-95.61
luxa23,34.14,11.28,5.21,-186.23
lv Run,36.67,26.67,11.76,-171.65
Lycaon23,60,33.33,12.5,-37.35
Lykke89,16,4,0,-25.74
LykourgosK,83.33,33.33,33.33,5.41
lynskey99,22.45,10.2,11.11,-46.72
lynx4334,50,0,0,-14.95
lyonpro76,61.29,45.16,25,-26.11
lypykzan,33.33,20.63,10.34,-8.95
Lysop007,69.23,24.62,6.06,150.57
Lystig,27.19,15.73,4.28,-137.49
Löwenherz 92,52.38,9.52,6.67,18.31
M-power 026,52.9,4.84,2.23,97.46
M-Spot69,56.59,33.66,10.2,-182.38
M.FM83,100,5,0,-22.07
M.O.P.,34.59,18.29,6.51,-473.71
M.R.X818,68.18,13.64,4.55,-148.3
m00ktou =p,40,20,0,130.8
M0NG19,30.23,22.09,9.46,-83
M3t4l.M4n,50,33.33,25,14.66
m4st3rchr1s,20,20,0,1.5
M50123,80.6,40.3,9.38,-167.75
M@cTeP Lee,44.44,0,0,-16.73
m_michalec,53.82,28.66,1.39,-240.64
ma2rino3,60.71,10.71,6.25,-34.52
MAAAGREFA,50.93,26.25,3.9,-84.11
maal.laav,27.35,19.66,6.25,124.54
Maarcos F.,67.92,19.5,7.53,-410.66
mAAtAAdor,33.55,23,4.17,-46.49
Maathematixx,33.33,13.33,0,35
Maattedyret,36.17,27.66,14.29,52.16
MaaxD,52.64,18.06,4.8,-318.79
mabby50,84,20,0,-113.1
mabd33,50.55,6.59,3.57,-63.41
mac2501,40.4,10.4,3.51,53.99
MAC735i,39.13,13.04,3.45,-81.19
MacacoMS,42.22,20.44,2.61,60.55
macca1234567,51.89,35.14,13.79,-694.6
macci89,27.27,9.09,0,-13.74
macgiver11,81.1,36.22,11.11,58.38
Mach1984,60.78,29.41,0,-48.34
machado28,41.96,23.49,9.26,316.99
MachineGunMK,42.42,27.27,18.75,-48.34
MACHINEMEN,53.85,38.46,20,38.27
macholero,70.13,7.79,0,-206.26
machone1,51.95,20.78,0,-26.24
MackaD~84,56.57,8.08,0,36.8
MACKSTARZ313,71.16,0.93,0.66,-79.37
Mad Croc 88,42.11,15.79,12.5,-13.58
MaD_Q_Fish,28.76,17.04,4.87,394.45
madbreacon,59.51,35.58,4.88,-188.7
maddddin20,31.53,9.48,1.96,-159.58
maddenmick11,80.33,21.31,1.12,-518.94
maddoglocky,68.75,0,0,18.43
maddyjulle,30.81,19.77,5,326.78
madein89,34.48,22.41,12.82,60.96
Madeofstar,26.76,12.66,1.57,571.55
madinio,51.27,3.33,3.58,-155.02
MadLifeValue,26.72,18.22,4.86,-361.3
madmax84,40.77,18.46,3.33,57.78
MadneZzZz™92,49.4,26.51,7.69,-178.01
MadPope,50,0,0,31.19
madsamot,32.15,17.2,8.42,2599.42
MadSickoHead,14.67,10.67,7.14,-45.14
Mafiaboss83,38.77,18.44,3.14,-15.96
Mag1735,62.78,18.18,16.82,402.49
Maga434,52.54,6.78,6.06,-200.76
magdas21,59.65,14.04,20,219.47
maggaboo,53.85,7.69,0,-43.56
maggess88,30.52,16.9,8.91,349.76
maggo120,30.56,11.11,6.25,69.45
magi2007,58.92,20.99,5.22,-41.59
magicfish2.0,16.81,9.66,2.87,-265.12
MagicForrest,49.09,26.96,5.2,-261.76
magiet12,26.79,14.18,5.9,-404.08
magmark22,61.26,37.84,6.67,-366.56
Magnestad,61.54,37.61,2.13,73.76
magnusbirgir,80,20,0,-33.02
mahamies,57.14,26.67,5.56,-52.43
mahatmaha,34.62,26.92,9.09,-160.9
MAHRK,33.33,12.12,20,-28.95
mahtipeluri,35.81,22.11,8.37,418.11
mai0h123,25,25,0,5.93
maia673,55.29,18.12,7.61,-23541.17
MAIM79,26.53,11.2,3.75,-340.52
maito diaz,52.38,14.29,0,15.61
MaJIKoBu4,27.27,18.18,0,11.91
MajinVeta,45.66,24.33,7.93,903.17
Makan30,45.05,16.22,1.36,-104.9
makarios007,34.18,15.19,8.11,6.82
Maks198114,62.04,42.7,26.28,-508.73
maksimakus,42.33,13.33,4.98,74.33
malados5gold,66.67,66.67,0,-19.96
malajala,45.95,21.62,7.69,-111.97
MalcolmXray,37.15,18.62,5.11,30.71
malemark,52.94,29.41,7.69,-72.2
malikthedog,74.03,24.68,5,31.68
malim2010,58.33,16.67,0,111.11
maloi32,72.09,6.98,6.25,19.88
Malpagon,80,20,0,-44.76
malysh019,34.78,13.04,16.67,30.72
MamaClaus,61.11,33.33,0,-12.88
Mamakwanto,47.78,8.37,1.82,-215.63
maminaDo4a,26.11,11.82,5.75,9.47
mammasin,56.9,4.31,3.7,-161.24
MAMRCS,42.57,27.72,14.62,-67.9
MAN IS BROKE,50,27.78,0,89.87
man1878utd,22.22,16.67,0,9.03
mananeka,60,40,0,66.57
mancmaniac,32.86,20.22,6.67,-93.45
mandraki,30.71,15,8.22,20
manehhhh,68.21,18.42,7.02,-1456.78
Mangat_S,36.24,17.9,12.44,-201.65
MangeJao,0,0,0,-0.2
Manguera999,100,50,50,-26.06
manics16,76.39,37.96,19.64,-5.47
Mannetjie720,50,50,0,-80
manossopasis,42.31,20.51,13.04,-100.17
Mans99,34.87,6.9,0.78,-65.58
mantvik,62.5,25,20,36.23
MANU_AFFA,82,4,0,-206.81
Manupk1,60,20,33.33,-33.71
maorb999,88.57,4.49,2.71,-505.23
maorsiso14,66.51,13.68,0.81,-165.01
map9999,41.34,21.33,6.23,-620.78
MAPARALUPPI,100,0,0,-77.16
Mara_KO_U,61.29,35.48,8.33,-41.52
marbal16,74.02,35.78,17.86,-518.98
13-Mar,34.38,15.63,7.14,3.72
marccu1,33.66,26.04,11.36,-240.12
marceltho78,0,0,0,0
marco_pro90,43.64,28.48,12.35,-98.42
MarcoA_BR,33.33,9.09,0,-42.39
Marcuskleiss,90.52,68,51.73,-816.57
marek198727,70.83,20.83,7.14,-24.71
marfalamel,45.45,18.18,9.09,-62.79
margaritAndy,68.42,26.32,0,-39.03
maria anagno,60,0,5.56,-38.72
Mariachi,55.48,29.9,8.33,-298.7
marinko17,53.03,16.89,5.26,-307.87
MARIO BG 85,45.61,24.66,9.35,-106.88
mario1672,60,10,0,-73.5
mario300686,36.71,15.19,5.41,-15.02
mario_no1934,50,50,0,-5.4
marioq2,83.33,8.33,0,-75.5
marioU19,66.67,24.69,2.56,-137.95
mariSVK,75,25,0,-40.59
marius188,38.89,27.78,16.67,-25.3
mariusene,47.06,11.76,0,-10.62
mariusmss112,40.23,23.77,9.69,1.6
marjus.13,42.02,10.11,2.27,-198.17
Mark11232985,57.58,19.7,5.88,-68.43
mark150981,60.49,8.04,8.52,-265.25
mark5bd,40.63,27.11,15.79,-969.88
MarkB2,68.12,39.13,8.57,-88.1
Markbjj,34.62,20.51,10.87,-255.51
MARKKK77777,66.67,0,0,41.48
markus29888,35.19,19.6,4.2,-333.01
Markush13,38.86,23.93,7.69,137.13
markusmurell,58.11,18.92,2.14,-222.38
marlin5555,54.31,28.24,9.94,-486.68
marmas13,43.48,4.35,0,-67.54
marmoedikiki,40,18.33,6.67,-69.46
maroni,44.1,15.38,6.25,97.1
Maroonlime,37.93,24.14,13.79,46.84
Marpiero,29.08,10.64,0,-25.74
Marrekäääng,37.5,12.5,0,-3.16
mars999,20,0,0,2.44
Marsellk,38.66,21.06,9.31,-355.48
marshall666,33.33,11.11,12.5,-52.98
marsu1989,39.33,24.16,10.11,181.31
martek71,75.46,33.13,16.85,-543.4
marthe9507,66.67,33.33,0,1.1
marthon28,55.2,17.19,7.83,111.65
martijn484,56.96,21.52,5.26,-129.32
Martin G001,27.78,16.67,12.5,21.8
martin548,49.09,6.36,1.33,5.63
martinkom111,73.33,60,33.33,-341.86
Martinozz,44.44,11.11,0,-25.83
martkevin,46.67,6.67,11.11,38.75
martolo78,95.12,69.51,44.44,-429.32
marty_075x,31.58,17.89,9.09,32.67
marven,69.44,5.56,0,82.1
Mary & Joey,56.03,37.48,15.62,-3103.64
Maryboates,28.57,0,0,17.02
masakrator1,36.02,12.45,3.85,-112.95
masayyy1,49.39,9.31,6.86,-567.47
mascara6,41.67,20,3.85,9.21
masonliu1988,20.97,14.52,12,85.81
masoren,28.42,17.47,10.07,279.58
master beto,40.48,26.19,5.88,-40.48
master DK,81.08,27.03,5,-57.21
Master Swish,42.19,21.09,3.28,-39.75
masterdeep,67.57,17.57,2.33,-5.83
Mastermandel,51.85,27.78,7.41,166.57
masterpoke17,40,20,0,13.04
masterreen07,46.58,25.68,12.5,-269.79
masterYI007,60.87,8.7,0,-20.96
math38,41.27,31.75,6.25,-49.59
mathematik98,27.78,11.11,11.11,51.79
mathijsbambi,34.29,22.86,0,-118.86
mati.t.t,42.77,9.97,1.33,-60.7
matie1987,100,100,100,36.7
matijam,26.91,13.69,4.01,-988.72
matpleumé,36.92,1.54,2.94,40.94
matr1x32,44.44,22.22,0,-32.41
matschi87,73.58,2.83,1.45,56.74
matski3000,50,29.17,11.11,-4.44
Matson31,36.09,5.65,2.5,-20.46
mattb365,46.12,24.49,7,-192.27
matte10,40.2,14.71,6.52,17.35
mattias__236,66.67,21.21,0,51.76
matttmx,57.56,31.51,11.5,95.85
maui_pag,26.91,16.3,6.4,468.19
mauraxi,43.43,7.18,4.63,-461.4
Maurinho#144,49.8,4.9,3.01,-219.59
MAVKIS,29.77,15.76,5.69,-510.71
mavrudi,50,25,33.33,-6.59
MaxBerglund,43.59,15.38,4.55,-94.35
maxen4,46.25,28.45,11.92,-280.36
maxfey01,33.22,19.55,8.07,-53.36
maxile06,30.4,17.6,0,190.45
Maxim737,28.67,16.78,4.84,-167
maximum123,45.71,34.29,5.88,-46.18
Maximushka,48.84,20.93,4.44,24.25
maxit11,46.15,30.77,0,30.38
maxximaal,41.67,33.33,0,1.8
MaxxPower888,15.29,9.41,0,-31.05
maxypaxy,28.09,12.72,4.17,-254.29
mayama,17.65,5.88,3.7,54.34
MayrisAMF,59.55,4.49,8.7,-126.13
Mazak14,40,22.07,5.71,124.77
mazaltov1,60.78,3.92,5.88,189.59
mazrosario,70.83,29.17,9.09,-17.01
maztijn,33.33,33.33,0,-0.23
mb107,56.98,29.92,6.77,72.34
MB16021972,66.67,0,0,-21.64
mbay103,65.17,7.87,2.08,-56.11
MBPoker26,70.9,25.92,6.47,-776.07
MBS1970,51.96,22.06,5.31,147.45
MC LeX 30,27.69,1.56,3.7,-152.27
mccm86,50,10,0,49.93
Mchris1964,66.67,33.33,33.33,-25.7
mchuskee,0,0,0,0.5
mcken455,50,50,25,-80
McManow,42.86,23.81,15.38,-40.8
mcmorumbi1,56.27,28.81,16.67,-345.68
McNultyLover,29.38,17.53,7.32,-48.88
Mcrizel,32.29,18.83,3.85,26.28
McSimencow,34.78,26.09,11.11,39.14
MDabike1975,85.64,37.57,27.64,-609.49
mdayan7,16.67,0,0,-31.08
MDB_ZING,60,0,0,6.01
mdgeraldo,50,7.14,0,-11.11
mdscut,43.75,22.5,0,0.39
MDUczuczukwe,38.78,19.97,10.69,93.45
me quemas,55.56,22.22,20,-129.19
me so fish,0,0,0,-7.52
meatz04,39.87,23.66,11.45,-443.7
Medellin5$5,52.14,18.8,0,30.07
medevac30,46.54,27.19,12.36,-61.72
Medulator,45.28,5.66,0,-33.16
meetpete33,23.68,18.42,0,-55.84
megafish123,31.43,17.14,7.32,-298.46
Megahit,23.08,0,0,9.71
meganojern,34,14,0,-183.96
megastacks,53.73,45.17,34.95,-6424.14
mehdirouk,69.07,32.65,8.84,346.14
Meijhorst,64.55,33.64,0,59.91
MeinePerle4a,42.86,5.71,4.76,32.34
meli1511348,83.45,13.18,1.64,82.75
melisen82,61.92,13.23,1.46,28.66
Meliske Arts,33.33,33.33,0,-19.81
Melissajosef,54.76,7.14,0,-22.79
Melon153,92.68,42.68,0,-108.56
Melwax,40.29,21.84,5.68,-16.62
mely 76,33.33,5.95,10.53,-132.65
mene1985,80,40,10,-0.21
meneerbeer,35.42,22.92,5.88,53.93
mengyao979,70,10,0,-4.93
MeNice4U,33.83,17.35,8.33,-134.67
MeProOk,27.52,14.98,5.99,348.51
mer6300,38.75,13.75,5.33,-243.42
meral445,100,0,0,-34
mercaldi86,54.44,22.22,0,0.3
mercury1000,50.94,14.81,5.2,-1757.92
merita611,80,20,50,-45.64
mermer54,48.04,25.49,9.8,-159.37
merocash1,30.7,5.85,2.99,-148.55
Messiah55,32.02,19.38,8.82,227.13
methistofel,37.17,8.85,1.67,-85.45
metokekhodom,23.29,5.48,5.26,118.27
metomann,50,12.5,0,-109.47
mexican222,48.81,29.76,10.53,-23.25
mexico201106,64.06,1.56,0,-93.16
MexicoOwnsU,73.13,36.09,18.99,-495.7
MGM kid,40.17,22.22,4.03,-676.83
mgroves,31.64,14.45,6.61,-113.66
mhtnl,32.43,16.22,5.88,-71.72
mi-fr-an1,33.4,23.31,10.62,-93.27
MIB2121,43.41,27.12,9.71,694.32
micha3096,33.33,18.52,4.35,-128.33
michael1286,75.44,36.84,19.35,-213.95
michael_2668,73.08,5.77,0,-158.87
michaelpisch,60.61,0,0,-66.46
michailidis4,100,40,0,-91.25
Michl_Boss,0,0,0,-1
michooo82,34.48,6.9,0,36.91
mickeyk1984,54.55,12.12,4.76,26.87
Mickiee1995,81.82,16.36,10.81,-355.87
mickl58,53.67,38.12,23.47,-1613.51
mickoha,69.5,36.01,8.25,-371.86
micraxxx,52.77,27.91,8.89,-236.64
MicroCat69,23.26,15.12,12,-114.38
microlife,100,0,0,26.79
midja-k9,100,66.67,50,-6.58
Mieses88,25.81,22.58,14.29,12.39
mietzmietz,61.1,38.11,7.49,-586.14
Migelitons,69.23,61.54,20,-4.6
Miguel-BrSp,100,0,0,-3
miino,46.77,25.81,6.45,-43.14
miizuno33,67.31,45.19,17.95,-202.65
mijnway,0,0,0,0
mika1602,77.78,11.11,0,-20.03
mikahäkkinen,53.49,27.91,4.55,66.68
mikal12345,34.62,18.46,7.81,43.02
mike 13490,27.78,13.89,19.05,-85.83
mike2pwn,58.09,32.35,6.15,305.6
MikeDannnn,39.58,25,13.64,-0.19
mikejunior03,72.5,7.5,4,-37.24
MIKETANGO001,75,31.25,16,-156.22
MikeUa74,100,100,0,-84.18
mikevidmdv,41.67,25,25,48.56
miki7140,85,10,0,-55.13
Mikiz-404,71.43,50,0,-1.43
mikkemusman,44.97,26.17,10.45,233.42
mikki696,40.66,25.25,10.04,1998.68
Miksta,42.86,35.71,0,-34.02
mikypc,53.59,11.98,3.92,-1624.78
mikzoan,44.19,30.23,23.53,-27.88
milac171,32.03,16.6,5.42,552.96
Milamber95,48,20,6.67,87.63
MILANA0119,52.35,24.71,10.59,-186.03
MILANESE22,45.51,14.74,3.37,-101.12
Milanist1,48.64,26.36,3.95,111.91
MilesD11,40.74,29.63,15.38,-58.38
milldollbaby,38.12,25.25,14.58,-220.14
millerchick,44.83,22.99,7.84,81.46
million91,50,16.87,3.57,-102.31
milmol,50,0,0,-38.86
milospecial,60,25.71,10.34,43.99
milsey,32.45,5.66,1.63,-132.12
Miltos14,46.5,31,17.39,-36.97
mindeyes,36.71,19.8,4.62,-631.08
Mineral333,40.4,16.16,2.04,-53.33
minetolog,34.08,16.37,1.7,117.32
minez2,25.55,17.32,7.69,1013.2
minghan,39.94,20.59,6.29,-1205.93
mingkingkkk,63.85,29.66,6.3,-725.11
minhhotran,60,20,0,-19.2
minhle77,65.22,4.35,5.56,-18.14
minigus575,52.94,18.75,0,-1.5
miniking,57.14,42.86,0,14.13
minkelles,30,17.5,8.7,-8.5
minotauroooo,53.02,1.67,1.47,-579.22
Minttu888,93.83,62.96,15,-302.36
miomiomy79,49.68,21.47,8.64,470.6
MiPwnYa,29.86,16.02,6.97,-852.13
miracle04,45.76,1.69,2.7,-34.15
MIRKO30324,75,33.62,8.15,-687.6
MirooriM,84.78,43.48,26.09,-137.44
mirralf,43.33,28.89,11.11,-67.67
mirsa111,64.39,12.12,8.11,-134.66
Mirxer,84.62,23.08,0,-15.29
mishkamoya,60.47,34.88,8.7,22.01
mishleonid,81.18,30.59,11.41,-251.2
Miskaaa25,65.99,2.54,1.74,-117.39
misslevels,25,25,16.67,-57.73
MissM8372,100,0,0,-1
MissTeeee,72.73,36.36,10,27.91
missy2903,75,25,0,0.91
Mister_b44,41.46,17.07,9.3,15.99
MisterBryan,29.17,12.5,0,24.67
MisterGreg88,78.23,16.33,11.49,55.53
misterpeanut,45.5,13.95,10.84,-150.98
MisterTilt8,35.51,24.3,22.22,-319.59
misterwhome,63.64,0,9.09,-34.28
MIStrZZZ,37.02,20.58,10.78,1706.99
miszczunio85,30.22,18.65,7.14,4730.05
mitata27,40.63,28.13,0,-13.64
mitis56,75.51,38.78,6.25,-260.58
mitmerk,100,100,0,-1.52
Mitriy1970,65.85,34.72,5.66,-569.7
MITS 304,38.36,21.85,10.41,426.45
mittanvändar,33.33,0,0,-15.8
Mitä vittua,55.41,12.16,2.04,70.18
mixail1964,85.71,28.57,20,-34.01
Miyagi112,55.56,29.63,11.11,22.43
MJ234,56.92,23.08,8.41,-22.53
mjsa111,37.18,19.18,3.63,-588.11
mkt_farligt,58.65,26.92,10.71,512.1
mlad49,68.23,6.4,2.99,-13.34
MladenBo,51.13,21.8,4.41,218.8
mmabarcode1,47.65,27.98,9.58,-220.39
mmagopin,82.43,23.01,3.73,-221.64
MMLE23,63.34,28.42,8.25,-110.87
MMM102,30.51,25.42,13.04,18.42
mmolenius,75.71,23.57,7.06,-370.03
mmoneymike1,27.66,11.7,0,-165.74
mmoossmmooss,41.18,17.65,12.5,-19.96
MMoraez,37.93,17.24,0,-24.57
mnf2000,28.21,13.5,4.24,-157.06
mnmlyon.bg,42.86,21.43,0,39.05
mobi1968,54.69,14.06,6.25,-133.73
mobnob24,40,0,0,3.78
Modi_Bubu,49.76,12.5,6.55,-316.35
moffs,57.02,29.75,8.93,-416.72
moggiii,30.59,17.19,9.47,258.75
moggli74,69.49,38.98,23.75,-151.64
MOHAPX85,34.82,13.75,3.12,-543.84
mohit jain,50,0,0,5.2
Mohninator,45.54,10.98,7.66,306.5
mohsen-jenaz,10.91,3.64,0,-1.69
Moj9744934,50,0,0,-36.23
Moki100,92.67,20.69,7.24,8.66
molda79,43.75,26.25,6.25,179.62
momoneyAA,60,20,0,-7.59
momorena,97.3,29.73,8.7,-114.37
MOMUS_2006,31.52,8.7,2.22,23.57
Moncicak,84.21,47.37,0,-45.98
Money800,40.31,18.85,8.05,-384.08
moneymanegie,38.75,8.81,0,-58.02
MONEYWANTME,69.1,36.88,5.15,29.15
Mongano,36.17,19.15,12.5,45.33
mongoose2370,86.21,24.14,10.17,-466.1
monika13,46.88,28.13,4.55,-147.23
monkki,66.44,19.86,5.06,-2.02
monopy,5.56,5.56,0,-8.5
monstrum pg,42.22,8.89,5.56,51.69
montaleman3784,74.75,0.66,0.89,-191.14
montenegro68,80.9,25.84,7.59,-423.74
monterdraw,81.52,17.39,3.57,-15.82
montreafadia,57.14,36.73,13.33,-81.81
MontyBurns18,41.69,18.04,6.45,478.56
montysassoon,47.06,0,0,16.85
moorimtongil,55.56,33.33,0,128.33
MoppyDoodle,70,40,18.75,34.34
mopsiara1982,76.92,15.38,12.5,106.22
mora7777,43.36,25.06,12.15,-565.26
moramora77,88.46,23.08,0,92.4
moratelli13,57.14,42.86,40,1.91
more202,37.23,11.7,0,-133.01
morgothzz,24,16,0,-67.37
morie79,100,100,0,2.1
Morli16,55.26,10.53,5,-186
Morterud,28.57,28.57,25,-47.33
Morty60,50,4.17,0,-37
MOSDAG05,25.45,12.73,1.52,51.96
moshikonahum,100,100,0,-27.47
mostisss,66.67,20.83,7.14,-24.38
MOTELL1,75,9.09,0,-22.66
motelli,30,30,0,-43.31
motikooo,28.57,28.57,25,41.51
motilda-7,60.49,25.3,5.62,-2574.86
motoleve,48.09,27.1,12.1,-218.13
Mottasul,52.04,19.97,8.25,-143.17
mougniaa,60.78,37.25,4,-36.61
mouksli,56.94,38.89,17.95,-376.64
Mouland29,24.53,3.77,0,-39.98
mounteast,43.86,29.82,15,42.67
mounty667,47.83,6.52,0,-42.07
mouseFX,43.87,21.43,4.92,-14.54
moustique77,19.83,7.44,0,-118.85
mouz88,55.97,27.61,8.62,63.57
MoVetten,77.5,32.5,4.55,-97.58
Moy922,51.52,39.39,41.67,-159.89
moysescohen,70.35,37.26,11.27,939.17
MPS_F*cker,59.09,9.09,10,7.1
Mr 'O' x8,34.94,12.37,9.4,-241.83
Mr Cubbins,57.14,7.14,0,-40
Mr Don Riis,100,100,0,-10.93
mr iran 2,80,40,33.33,-87.77
MR liel,46.67,20,12.5,93.26
Mr Ludacris,70.18,39.27,11.45,94.04
Mr Magur0,29.55,13.64,8.33,-47.69
Mr nOmadsen,25.68,14.86,4.62,45.98
Mr peppe 71,33.33,33.33,50,-51.43
Mr Poulos1,46.39,17.5,7.65,-615.92
Mr Puckey,56.44,23,10.91,-353.32
Mr Waldorf,45.67,20,5.15,150.67
Mr Xavier X,26.01,18.19,5.76,-298.54
Mr yellow 99,12.5,0,0,-14.3
MR-moreno87,33.33,11.11,0,-57.77
Mr-TonGy,37.41,5.15,2.89,43.66
Mr. Luque,0,0,0,0
Mr. Sideout,19.35,3.23,0,-19.55
Mr.8898,58.97,2.56,3.57,26.33
mr.addicted,36.91,15.7,5.36,-179.96
Mr.Andersen5,31.18,16.49,7.09,2079.86
Mr.cult9,90.2,31.37,0,46.01
mr.idre,78.13,21.88,10.53,-88.48
mr.jonny89,33.33,8.33,0,15.53
mr.kralle,63.27,6.8,1.18,-95.06
Mr.Mupfel,100,50,0,1.1
mr.nefarious,40,20,0,-9.65
Mr.Regista10,63.64,36.36,0,-42.17
Mr.Sabaf,93.94,37.37,9.23,-226.08
Mr.Turk74,92.16,7.84,0,155.05
Mr.welzel,36.79,19.81,11.63,-10.36
Mr_78,83.02,20.75,0,33.34
mr_gavin818,35.1,23.84,8.33,-230.02
Mr_Mzer,27.78,14.81,0,31.09
mraink,41.89,17.57,5.26,-29.48
MrArtist,55.56,33.33,0,-28.43
MrBarrett82,31.15,17.49,9.09,-200.75
MrBIond,36,22.01,5.43,-299.84
MrBitters302,33.33,22.22,11.76,84.36
mrchuchu920,100,100,100,-39.56
Mrda4Capital,40.21,23.13,9.77,-365.62
MrDeanoss,75.27,30.11,15.38,-269.25
mrdeth1,74.63,44.78,15.15,-151.66
MrDima,27.08,17.39,5.65,-559.88
mrdimmu1,63.41,26.83,12,66.03
Mrfishy555,79.7,19.93,2.34,560.07
mrflipflap,66.67,35.56,10,59.16
MrHaken,80,60,66.67,-71.82
MRiverAce,25,12.5,0,27.48
mrJBK,21.53,13.89,8.7,-47.51
MrKlox,31.68,15.78,4.91,-159.15
mrkristo123,68.75,31.25,0,-8.94
mrkymarc,51.06,26.6,8.11,-57.4
MrLejon,39.35,3.26,1.44,-173.29
mrmagister,50,50,50,-93.67
mrMakaveli86,28.13,3.13,0,36.29
mrmaniacmark,39.53,4.65,5,-19.21
MrManiaK123,28.05,19.08,9.09,34.29
MrMcmahon2u,23.24,13.38,3.48,93.44
MrMissPoker,42.16,29.41,5.41,-9.66
MrNebula,28.34,17.28,5.27,-7.39
mrnerazzuri,57.14,42.86,50,-67.51
mrobbs21,64,6.67,0,-103.41
Mrp1neApple,37.55,23.86,9.96,912.54
mrpennyman,27.69,5.38,2.74,3.53
MrPonytail,57.69,34.62,0,-100
MrR.001.23,57.14,14.29,0,-65.95
MrRabbit999,50.75,11.94,2.78,-257.44
Mrraisealot,39.95,20.92,13.09,216.68
MrRanks,66.67,33.33,0,-90.67
mrsicher333,25,0,0,14.25
MrSmits,36.72,21.83,8.45,-350.66
MrSPORT45,67.47,18.07,2,-138.25
mrstforrest,64.29,0,0,-21.19
mrtech71,33.91,12.17,4.76,-2.57
mrtt16,32.9,16.13,2.99,-7.95
mrvogt,30,15,0,-16.16
mrw8419,36.18,21.17,11.23,-2487.29
ms.ribochka,37.5,12.5,16.67,-67.93
Ms/Phillmore,53.33,18.33,15.38,-81.9
Ms1960,52.94,12.5,6.25,-80
MsoAnErde,50,26.79,0,-189.96
Mstitel-IRK.,60.13,9.49,1.05,-48.07
mtkingt,43.48,22.73,10,-0.11
mtm316,27.27,18.18,0,2.2
mtr88,41.38,6.9,0,2.08
MTS78712,62.5,12.5,0,-7
mucius1,52.73,9.09,5.06,347.48
muck130,86.11,0,0,-11.03
