Player,VPIP,PFR,3Bet Total,All-In Adj BB
thonie_71,52.53,6.17,2.05,-3932.83
ThoseMoments,69.23,44.23,26.92,-198.19
thrasosch,83.33,8.33,3.85,32.81
Threalmjm147,35.6,17.52,3.58,-16.38
Thyagão1984,31.25,12.5,11.11,-66.35
Ti0373,37.04,18.52,12.5,-6.83
tiamo960,49.13,12.46,5.88,-264.8
Tiandu,18.48,14.13,4.55,-87.75
tianhe_bot,37.93,14.94,0,-45.2
TIBOLLA888,35.9,10.26,4.55,-9.17
ticadix,56.81,32.53,3.96,-376.5
Tichy4Fun,71.43,42.86,16.67,-64.84
Tickledxo,30.43,28.26,30.43,-96.45
tide_abc,80.37,27.64,8.21,-334.33
Tiger0000000,34.71,14.9,2.56,142.9
tigertl888,43.37,19.68,4.77,321.42
tigrao inter,24.24,0,0,35.24
tihinen1,33.82,10.29,0,-160.47
Tijayshark69,62.5,50,50,29.54
tikitang,66.67,26.67,0,-34.19
TiltedJack,29.75,17.69,4.87,-796.43
Tiltkorv,43.59,21.97,10.06,348.96
TiltMeBig,33.42,19.41,5.67,943.58
TILTMENOT,36.71,20,9.15,57.56
Tiltriggmf,44.5,26.51,1.98,-180.18
timbosjes13,35,25,10,-50.37
timmu00,93.75,31.25,18.18,3.8
Timo20,57.14,21.43,14.29,-9.72
timozilla12,7.69,0,0,-60.63
tina33333,72.04,9.68,2.94,-318.06
tina55555,67.91,4.28,2.44,-232.29
Tindfjellet,43.9,29.27,0,-83.2
TinTin980,48.12,7.52,5.26,-117.41
Tippcorai887,45,0,0,-20.16
TIQUE 44,60.78,27.45,9.68,71.33
tiroler001,49.76,9.66,0,60.24
tivot,41.6,12,1.56,-189.84
tiziouslie,32.14,19.64,9.09,-87.06
tjbentham,33.65,20.14,8.93,1328.99
Tjeerd100,33.33,11.11,0,-25.9
tjtahti,39.13,26.09,13.33,93.79
tjw555942,82.86,31.43,0,-145.65
tkdj,67.06,5.18,2.53,-3050.52
tkdjjang,62.96,18.52,0,-118.62
TLongjacket,84.62,43.04,10.26,-842.17
TM-TEAM07,75,0,0,-7.34
TNDynamite,29.73,16.22,5.26,-39.49
To$$ik,53.04,23.04,7.41,-41.43
tobi123456,42.86,35.71,33.33,82.2
ToBzn92,58.9,29.35,9.07,-416.99
Tochminator,30.37,16.15,7.49,-277.22
toddici1,57.24,31.03,5,-122.52
Toddolino,28.26,10.87,2.17,-58.51
toddyjnr,66.67,33.33,0,-9
toetagU,50,26.47,21.43,135.04
Togobogart,33.53,20.96,3.39,-113.01
toha_toha,71.71,38.08,15.48,-1185.93
ToHo89,49.18,26.23,9.38,-130.56
TOILKUR,61.46,15.63,11.11,-236.48
toka1860,42.01,16.17,4.06,-29.1
tokik,54.55,18.18,0,6.82
toklaaja,100,27.27,0,-71.81
tolga0411,65.88,35.29,13.25,-30.66
Tolman91,71.43,14.29,0,6.49
Tom Stone FI,74.55,18.18,5.26,24.82
tom119,53.64,16.36,8.33,-92.75
Tom_Pitt,82.54,18.42,5.06,-2539.17
Tomas180560,79.65,36.63,20.95,-8.6
tomato600,57.88,21.52,10.06,-132.15
TomBeis1987,53.26,9.78,0,152.26
tomegee,89.19,40.54,3.03,-89.97
tomekx,31.93,14.41,5.17,7.3
tomihorse,45.45,0,0,33.43
tominl,35.9,10.26,0,30.68
tomkig,100,50,50,-8.37
tommey,29.93,17.8,8.99,-121.19
Tommy2303,39.62,25.3,11.62,-420.67
tomsOn,33.33,33.33,0,-1.77
tomywife,38.92,23.32,5.3,-307.94
tomyzulu,77.32,6.19,3.03,67.81
Ton1tk,16.67,16.67,0,4.42
TonaaliAnttu,35.89,19.34,5.66,338.34
TonanZ88,18.23,5.42,1.3,-22.38
Toni Judet,30.17,21.9,9.09,153.62
toni_cska123,63.64,9.09,14.29,-29.36
tonig4,96.15,38.46,13.33,-103.09
tonipunisher,17.39,4.35,0,-5.09
TONY MONT211,50,0,0,-17.16
tonychet2,71.88,21.88,0,79.17
TonyKendall,26.07,19.91,12,-180.94
Too_Fumahou,33.33,21.57,8.7,44.35
toommppa,74.29,14.29,0,-184.92
ToonPRO,43.05,8.61,1.19,-84.98
tooturney,72.51,46.88,20.28,-1614.97
TopIntellect,41.94,17.74,15.15,-6.22
topkibs,50.4,26.27,10.47,342.17
topo_rvth,59.84,17.21,5,63.84
topor512,42.86,28.57,0,-75.69
Toproy,53.18,27.27,12.15,-164.8
torioP__H,26.83,14.12,5.64,105.36
toroloco169,29.55,6.82,2.22,-2.38
toschi2208,100,0,0,-18.3
toska82,32.89,18.12,3.13,-88.54
tosounidis,55.56,44.44,0,-10.71
totcho82,71.43,14.29,0,38.16
totkot4,53.07,5.18,5.7,-860.51
toto riinja,44.26,23.5,1.33,8.13
totoff suede,58.07,25.78,3.89,-317.28
tots18,33.87,17.2,7.32,-107.74
TottaXX,45.45,27.27,0,-9.3
totti1992100,32.69,19.23,8,-52.92
toufick,71.56,6.23,3.25,-440.33
TourDeNege,30.43,17.39,16.67,-88.54
tourgram,61.68,34.73,17.58,-377.59
toweliestar,35.14,25.01,10.67,822.79
town828,62.24,11.89,4.94,70.71
toxoid666,40,0,0,9.52
tpec,0,0,0,0
TPreg,32.86,18.57,13.04,96.54
Trabelsi,40.87,23.93,8.38,-67.14
tracedyew,40.72,24.96,8.97,-261.81
tracyer,28.74,16.45,7.37,1107.68
TraderJJ24,68.05,31.45,7.87,-120.42
trainsing,51.22,36.59,16.67,-65.38
tram-vai,37.5,28.57,0,-7.65
tRaMp$d0PrAy,35.97,25.7,8.2,-568.89
TranBrothers,38.26,25.5,11.43,173.38
tranquilo76,34.86,19.81,10.51,-548.43
tranqulizer,65.71,48.57,30,-100.42
transbet,60.42,31.25,11.11,-62.42
transcom1,29.22,20.78,12.5,-50.95
Tranter1,100,16.67,0,-39.81
traubon,40.24,20.73,8.11,-262.27
traun22a,29.47,5.26,0,-80.06
Treadinwater,66.67,66.67,0,7.6
treccione,28.57,21.43,0,6.27
treebole,51.15,7.14,2.28,-117.15
treelogger70,50,21.43,0,6.86
treeqy,32.52,17.5,7.46,-75.03
trelos2628,62.86,20,7.14,-33.76
trentyr666,54.29,14.29,5.56,-136.84
TrepaRoca,55.56,18.52,11.11,-9.5
Trevi85,0,0,0,0
Tribbiani23,85.45,38.18,12.12,-18.68
TribunCaesar,28.57,15.44,5.36,-913.48
tricamp555,55.56,11.11,2.9,-307.06
Tricoloren,52.12,31.81,16.85,-481.66
Trindade999,40,30,0,-86.04
tripleavi,25.93,3.7,2.27,80.06
TrobTrob,29.56,17.24,6.74,-89.56
troj777,63.11,7.62,7.35,-384.54
trol8,67.27,30.91,10.34,70.79
trom@n,64.69,23.74,5.55,-975.64
Tronny8,53.85,11.54,7.14,-44.46
tropikan,100,40,0,-73.1
Trouble_571,57.89,23.16,11.11,145.67
trueplayer14,82.35,23.53,0,-88.09
Trunks1,21.74,5.8,0,18.71
Truseens,43.75,31.25,20,-78.18
Truttman,59.76,45.12,16.13,-186.65
try_n_buy,41.9,19.49,6.73,99.58
trylledrik,80.7,54.39,4.17,-20.76
tsakalos5,100,50,0,-15.44
tsaki1770,56.95,6.62,0,197.83
tsampi83,94.44,11.11,18.75,-108.06
tsiou80,35.29,26.47,6.67,17.12
Tswwwwris,29.63,11.11,0,124.45
ttaappooss77,30.77,15.38,0,-38.95
Ttalisman,100,100,100,-44.38
tte48,60,40,0,11.56
TTMagichand,12,8,0,1.42
tuanvn85,60.87,14.49,7.5,313.31
tubiebie,40.88,3.65,4.7,-149.35
TudonaTelAA,29.03,19.35,6.67,-49.78
tuffen1973,71.43,14.29,0,-54.32
tuitionfee,39.34,20.78,5.7,-247.19
TuksuaTakaa!,41.46,20.3,5.15,234.98
Tulle6868,83.3,16.41,6.41,-724.84
tumekewicked,34.18,21.52,9.68,-31.81
tumuch46,42.24,18.1,1.72,-90.7
tunafish919,17.6,5.6,1.61,-61.85
Tunkiopeikko,36.36,27.27,18.18,-26.21
Tuodpo,28.15,17.78,6.78,169.07
tuomotoi,56.52,36.23,21.05,-262.65
tupurru,26.85,2.33,0,-113.67
Turasch,45.54,26.73,6.52,-91.93
turbo_sp44,20,20,0,-7.5
turbofishpie,27.35,11.97,6.9,-55.86
turboiceike,72.13,20.49,10.29,-74.36
turbotobster,46.99,19.28,2.86,-75.18
Turco2830,64.84,8.79,1.79,-223.23
turistlituan,100,100,0,-53.27
turkia232,60,6.67,0,-10.72
turontour,63.64,18.18,0,-27.76
turtlestar,33.33,22.22,25,-3.23
Turtza,33.25,17.73,6.46,1500.65
TUTOM,37.34,17.48,5.62,483.67
tuttymito,74.07,24.07,10.34,-130.68
tutu8800,85.71,35.71,12.5,-48.94
tutufilho,21.43,3.57,6.67,76.47
twin-caracas,31.93,19.93,8.54,107.88
TwistedWoods,40,20,20,-54.24
twoface__191,25.37,14.93,6.45,71.42
twohernias,42.86,28.57,0,-36.89
TxsFrUrMoney,21.29,9.24,2.5,-19.48
tycon87,48.1,33.97,12.58,166.46
Tycoon_Kid,35.08,20.24,9.01,-539.15
TYEE10,38.27,8.64,4.07,-93.14
TylerMcphee,43.75,28.13,7.14,3.31
Type-RVlad,22.29,16.57,4.17,157.77
TYSKEN69,60,0,0,-19.4
tytbili,77.34,8.2,4.27,-418.36
U.Srg,42.24,20.47,4.75,353.29
u2gogo,44.99,27.8,11.49,-376.11
U_2GOOD4_M3,44.44,24.44,5,-55.22
u_meke_me...,48.84,11.63,3.85,-173.64
U_n00b,54.88,17.21,4.17,-147.74
ub-gaston,54.25,7.94,1.83,61.56
ubn-50,53.49,13.95,2.44,-29.21
uchi14,44.44,20,4.35,-31.4
UEL333333,65.2,34.8,5.52,-673.85
uffe1111,84.62,12.82,0,-215.91
ufo77711,65.22,36.96,9.52,-110.88
ugotKAYNED,61.11,33.33,14.29,26.59
UhhMee,38.89,16.98,5.3,380.48
uknowProsky*,37.71,18.72,6.1,-187.29
ukontilt,54.33,10.13,6.06,-455.26
UlDuffer,40,20,13.33,-26.12
UlkaO,44.44,11.11,0,14.89
ullyses37,72.55,15.69,4,-109.68
ULOSEMFKR!!,32.22,15.56,13.16,27.75
ulovmynuts,59.64,21.08,14.58,53.43
Ulti_1mate,41.38,10.34,6.67,-8.4
ultimate1113,70,37.5,15,-104.96
ultras91,66.67,41.67,25,-8.24
ultravires,30.43,13.04,0,-8.73
uMakeMeR1ch,33.33,33.33,0,-11.1
umf35,56.76,21.62,5.26,-136.22
umnobrejovem,52.32,28.61,15.69,-52.5
Unbuttoned,31.21,18.09,4.17,-88.96
uncleboof,58.46,24.8,1.5,-328.18
unclejubjub,59.65,8.77,6.06,-97.14
Unclesmoll,50,50,0,-85.49
undeadchen,57,25,7.84,-95.4
UnderageFish,35.29,17.65,0,-4.79
unis65,45.19,14.44,5.34,3.1
united125,54.98,21.8,6.25,-161.72
unlucky2k11,41.38,6.9,0,-51.43
UnluckyBoy13,55.35,33.65,17.27,835.83
unluckybs,50,25,20,45.08
unnreno,22.22,11.11,0,-107.88
unomysteez,53.13,3.13,0,-44.78
uPay4mylambo,30.73,15.85,5.42,-64.02
uppercase123,75,75,33.33,-155.36
UpUpAwy,92.59,70.37,33.33,293.6
urabananna,40.61,22.27,6.31,-56.93
urapuscwhale,41.67,26.59,12.82,-236.12
urbietnorbi,76.09,23.91,0,-120.33
UREDRUMLLI,58.21,10.95,2.98,149.57
uri1013,48.68,14.47,7.5,197.28
urikol89,24.57,18.53,10.19,53.32
URONTILT420,85.71,57.14,0,13.4
urubu111,41.06,24.17,8.08,-290.84
urucka,39.87,21.78,9.92,-1010.52
uruisabelino,45.71,16.51,2.6,-313.17
Us_Alex,43.74,19.36,3.44,-3422.51
usaintfold,29.71,20.15,6.95,-66.36
Use100bbPLZ,40.58,22.71,7.53,-22.79
use_me31,75,25,0,-60
utourneyking,17.14,14.29,5.56,17.88
Uwe010,37.16,6.76,1.27,52.11
uwintakeit,44.26,22.61,10.98,-543.32
uzan1612,58.62,27.59,3.33,45.46
uzee101,56.25,29.17,9.09,-22.82
uzer2000,66.67,33.33,0,-12.79
UziStuNNa,30.77,23.08,0,5.31
V.S.503,66.67,19.44,4.76,-60.96
v0nder,100,71.43,50,-99.32
v1taminka,29.39,18.56,7.5,478.87
v587nt,28.18,18.18,4.76,225.58
V_RouNder,36.11,22.22,5.88,-68.38
Vaga_Lion,32.33,13.53,4.55,-66.1
VagAnna,18.18,9.09,0,-25.14
Vago220,51.85,29.63,8.33,-7.46
vaibhavlohia,37.66,12.99,9.76,-18.18
vainemoinen,86.49,70.27,41.18,-15.31
Vais5555,50,7.14,0,-0.06
vaisss555,75.43,2.39,1.5,176.19
Valdis66,30.03,12.33,0.55,-113.46
valdivia'el,49.58,5.88,8.82,-151.87
valec888,95.92,41.5,20.93,-653.93
valentinoos_,57.14,28.57,0,38.85
Valeryi,49.51,25.12,6.91,28.65
valium361,32.93,18.63,5.78,35.53
Valorian,29.36,18.01,6.76,-1619.53
valserman,44.44,20.92,4.48,-98.47
Valsson,36.84,15.79,0,54.01
Valzerian,34.21,22.81,10.53,96.45
Vampir967,59.09,14.77,8.94,-333.37
VanAries,51.72,17.67,2.78,-84.63
vanbaksel,41.86,19.38,13.11,-143.13
vandergreeg,42.86,7.14,0,-37.8
Vanekkkkk,89.71,57.35,6.67,-196.77
Vanhaomena,40,20,0,65.21
vantastic888,49.49,9.09,3.77,-135.39
Vanukid,65.02,36.21,9.4,328.11
vany520,66.54,14.58,5.28,-616.1
vany_mendi,56.41,13.85,6.03,-213.56
vargabalazs,45.76,20.34,3.51,27.23
varnidic,63.64,18.18,0,63.54
Varpen,67.9,34.57,0,97.2
varun107,34.36,21.59,8.33,-131.83
Vaseline11,100,0,0,8.32
Vasko.WG,72.54,28.17,5.06,-218.32
Vassana123,81.16,8.7,4.88,-151.17
Vastapallo12,59.2,28.16,0,495.65
vatori,63.86,7.45,5.02,-332.21
vbaofpmmt,71.43,57.14,16.67,-66.18
Vbongs,42.5,25,0,-21.17
ve6ti1,40.83,20.12,6.76,-18.92
vecerok,54,28,5.19,-111.64
Veerosh1,30,20,0,-0.05
vega4444444,83.48,34.82,9.92,-143.71
vegaspolotsk,26.1,15,3.52,-207.59
vegg1,80,40,0,36.38
Veit77,60.92,25.55,13.24,-1004.76
velasco14.,52.21,30.88,4.69,-101.97
Vem vonHelst,25.46,12.68,3.93,-934.85
vencedor25,52.51,23.03,8.22,-48.47
Venetian900,75.44,52.63,16.67,-291.04
Venividi1993,32.32,18.79,9.2,-1127.78
venomsix,72.52,39.69,8.47,46.19
verickma666,54.55,31.82,7.14,-58.28
verona12345,100,100,0,-14
Vershinin,56.29,13.89,2.23,166.28
verve.oasis,57.35,36.76,15.63,-34.82
vesap,85.71,85.71,66.67,-121.05
vesgoloco,50,7.14,0,52.73
vestvr,59.22,35.92,27.27,-106.41
veterandman,32.81,1.56,0,-39.76
vhalor,39.29,10.71,0,15.33
Vicegrip187,84.21,21.05,0,13.06
vicka555,46.4,22.4,10.53,136.56
vicraze29,60.19,7.07,3.38,-308.22
Victori0us,44.59,21.17,5.41,-154.55
victornjh,24.32,15.63,10.08,-9.58
VicVic719,59.38,25,5.26,18.8
viebu,48.79,31.7,12.05,4614.81
viehkanking,34.32,16.53,3.6,-269.54
Viffer,29.03,17.74,12.12,-35.62
Viileejoonas,100,100,100,-28.89
vijfhuizen00,41.03,10.26,0,22.41
vik567,66.67,6.67,0,11.98
vikand,91.67,8.33,0,-69.3
vikassingh08,35.7,24.62,16.52,305.47
viking47,25,20,20,0.98
Vikk501,38.46,3.85,0,-46.64
vikt777,46.96,27.07,7.6,70.75
viliuslt66,75,20.45,0,-148.02
villexor,44.75,26.89,12.14,-44.46
Vince3000,69.01,40.85,11.63,-75.71
Vinciguerra,76.47,29.41,0,39.01
Vincitore 15,62.16,27.03,0,-117.08
vindueskarm,75,50,0,-30.26
vinrok,44.07,20.34,0,20.93
ViolationG,59.09,18.18,7.14,-13.64
vipao,66.67,66.67,0,-12
Virgul12,48.65,2.7,4.17,-45.09
VirtualAA,91.89,21.62,0,10.73
Virus2269,88.86,44.55,11.11,-734.83
visa0402,55.3,17.05,4.27,-197.4
vita7255,87.5,12.5,20,-87.4
vitalas84,52,32,0,-16.03
Vitaly 124,16.67,16.67,0,-4.7
vitaodrum,33.33,16.67,0,-26.91
vitel1818,48.53,16.18,2.7,-85.79
viticov,47.74,5.66,5.06,92.36
vitojhon,42.86,24.49,5.26,18.79
vittumorjens,39.13,0,0,7.75
vladbos013,100,100,0,-14.9
vladobu6i,34.45,21.53,11.54,235.59
VLs85s,22.87,14.32,5.68,189.87
VM47,24.32,16.22,0,20.78
vmm_71,84.78,41.3,25.81,-93.57
vmnielsen,40.2,26.55,11.36,-203.68
vn1979,39.56,21.98,6.12,113.88
VN77Poker,57.14,32.65,4.35,-87.65
voina040484,60.08,14.45,3.73,-224.2
Volanthn,41.01,24.21,9.87,-1199.42
vollkaracho,57.14,28.57,2.86,-91.75
Volody512345,54.31,19.8,11.23,-116.09
volosha,34.38,28.13,7.14,-139.01
volsta,100,16.67,0,-27.49
VonFritte,71.79,53.85,35.71,-103.13
vonpluring,63.33,38.33,13.04,86.37
vovkawow,29.81,17.71,8.4,4209.69
vpessoaj,63.16,7.89,0,-42.51
vpetros,56.96,28.8,4.64,252.22
VQL81,33.69,11.24,8.77,-308.56
vrachttrein,65.06,19.28,4.65,-169.1
vsetice,33.93,20.98,4.04,-28.65
vsexporvy111,34.62,11.54,0,-4.58
VulczakWeLL7,60.08,25.4,9.17,-163.75
VulkanStern,37.5,25,16.67,-33.66
Vulpin86,40.63,18.75,0,-133.9
vult99,53.57,28.57,7.69,-129.36
vuphuong7420,25.64,19.23,6.35,-117.47
vwcross,76.92,27.47,21.28,-494.65
värdjapealik,80,40,25,11.29
W.Shepherd22,31.01,16.41,4.48,-17.7
w3lh0,25,8.33,0,0.73
W4hiJvh9Z,42.11,26.32,0,-44.53
w7gator,22.45,15.51,8.62,9.54
W8B4Uact&Win,25.37,11.94,14.71,87.72
W_I_D_R_2,32.26,12.9,8.33,-27.02
waanvandedag,100,0,0,-18.61
WackoJacko13,60.56,7.22,2.83,-144.33
Wadeye0822,66.67,0,0,-15.8
waitdontpot!,70.29,20,3.96,-236.27
waki77,24.13,14.39,4.12,-6.67
WALEXI517,42.86,25.17,7.8,-223.54
wallell11,48.13,11.76,4.55,-257.55
waltinho1996,54.17,29.17,8.33,-21.71
wangou8023,58.33,13.89,11.76,44.63
wangrui69,39.66,19.41,6.03,392.92
wankischeap,32.05,8.9,4.55,-22.22
Wanted_Doni,45.67,15.75,2.16,-124.18
wapfoden,32.88,21.92,7.02,68.33
WarBear,50,28.74,15.94,-360.81
warcabista,40,30,20,-25.51
Warchief666,50,10.81,5,98.71
WardK1d,100,100,0,0.13
Warrior314,58.4,28,1.69,-131.99
wasylaa,60.61,18.18,5.88,25.05
wasylekk,68.89,13.33,3.49,152.63
watsonx10,54.88,31.95,10.22,-143
wavesky15,58.19,31.47,1.98,166.02
wawajj,60,13.33,22.22,-4.35
waxer31,50,50,0,-12.43
waylanden,0,0,0,-0.4
waytolow,67.81,51.93,35.9,-337.04
weak force,32.07,16.12,7.67,899.72
WeAreR£D,86.49,59.46,36.84,-143.68
Wearmouth,66.67,33.33,0,2.46
weavels,57.44,28.72,1.43,-111.73
weazli,32.14,14.29,0,-19.49
webbliu,30.59,22.35,2.56,-5.16
wei li,60.71,10.71,0,-17.95
Weiiuan,52.26,13.14,2.61,-1581.54
Well-Helooo,57.14,28.57,0,72.74
wemerson04,68.53,13.47,5.74,308.51
wendel5ailor,31.48,7.41,0,15.55
wendelbgomes,26.67,13.33,0,-44.82
weneeditnow,76.92,46.15,25,-90.03
wenkang,65.98,28.87,9.26,422.29
wenzhou75,26.01,7.12,1.26,-71.85
wepr22,75,50,33.33,-57.53
weraxx,50,13.64,8.33,-57.95
Wesen19,34.29,15.71,9.09,-67.16
weslley2812,22.52,10.81,0,-77.54
wesslan_19,47.87,9.57,1.92,-180.64
whatamess89,18.18,9.09,14.29,39.34
WhattUBluff,0,0,0,0.5
WhaWhay,35.14,8.11,6.67,-49.23
wheaty13,26.67,14,0,86
wheredawifi,45.45,20,33.33,-45.8
whitepok7,56.9,17.24,0,-73.32
WhiteRabbito,34.32,20.55,9.15,279.18
whoiam,31.93,5.45,1.63,-1258.57
WholeYearInn,33.33,33.33,0,-25.53
WHY_1,36.65,18.63,6.17,-216.62
WHYDONTPUSH?,57.14,5.36,2.86,73.66
whypkme123,64,20,0,-51.73
Wibble4,85.71,57.14,25,8.34
wicky1994,81.56,30.17,10.64,-252.51
widdaldema46,26.32,15.79,10,28.25
Widell,42.94,18.04,11.14,-30.58
WIERDFISH,27.78,22.22,0,62.5
Wiik123,42.05,27.22,8.28,243.59
wijoni,60,16,0,-122.33
WildWest941,55,10,0,24.19
will n. los,22.88,10.43,12.75,2028.34
Will Wehren,42.05,19.32,2.27,-32.03
Will_BiG425,81.25,12.5,0,-56.31
Willemijnno1,50.94,11.56,4.23,-86.57
Williams007,32.65,16.33,2.33,-31.58
WillieG777,24.36,7.69,2.22,-11.38
Willis312,33.33,16.08,3.68,-155.79
willqwerty,37.93,27.59,7.14,13.09
willy3009,27.85,13.64,1.9,307.4
willypic,83.33,33.33,0,-35.3
willywonk,25.41,12.89,0.57,-57.56
WilsonJLD,81.18,7.65,5.08,-692.58
wime07,50.88,26.32,6.67,-31.82
Wimona,31.21,15.25,6.35,-237.22
winer608,79.6,37.31,5.31,-233.82
wingate132,17.95,10.26,0,-71.04
winkcler,63.64,20,6.9,-179.16
winnerbao,64.1,33.33,25.81,-54.12
Wintercheese,38.6,20.18,10.91,-137.79
winwinner69,66.37,5.54,1.47,-259.71
Wiosna77,66.67,21.9,4.62,-15.32
WithColor,40.32,20.03,8.93,-479.1
withs2pkr,63.41,14.63,0,-35.36
wizarddd,39.32,24.24,10.12,-384.83
wiznu,63.71,35.32,12.16,-1550.09
wizzardlizrd,40.17,24.31,9.25,-305.94
WjWeng,36.12,20.6,7.95,-172.97
wktj,64.71,0,9.09,-50.26
wlan theaf,64.86,35.14,27.27,-85.19
wnbgambler,36.76,21.52,7.14,-3.34
woddy777,20,0,0,-5.2
Wojo130,42.86,14.29,0,-6.13
Wolf1396,9.09,9.09,0,-9.32
woltas,37.5,31.25,0,-5.6
Wonderboy20,65.38,38.46,13.51,-70.85
Wonthelotter,30.36,7.14,3.45,71.38
WOOWELL,85.71,28.57,8.33,-25.69
wori007,53.89,27.36,5.84,-301.46
Worksmith,88.89,38.89,18.18,-28.15
worldethos,23.53,13.49,0.83,-93.12
worrman,44.44,27.78,0,-27.62
WPFYJ,29.34,14.67,5.88,-128.86
wpnhstfu,15.91,13.64,0,5.4
wrawras,57.28,30.19,10.56,-509.95
Wrigley44,45.45,9.09,0,-6.98
WRUUUUM,31.73,18.23,6.31,-235.6
ws0730,61.95,10.62,4.48,-92.84
ws7e0,45.86,23.27,2.05,-456.44
ws_rules,45.79,17.76,4.17,-41.32
wsg86,46.15,30.77,8.11,-38.47
WTF720428,77.14,11.43,6.67,-182
WTFOMFGOAO,21.51,12.9,0,-19.02
Wuhveliwuu,58.22,35.5,11.09,-404.93
Wutzl1974,63.27,31.97,7.48,-422.61
wuusi,33.33,33.33,33.33,10.25
wuvuwongtime,45.88,24.45,11.73,-323.12
wuwu1982,45.24,23.81,5,-101.79
wuxu1314,50,4.55,0,-2.28
WyatEarp72,0,0,0,-1
wydzpk,26.19,12.75,2.43,420.72
wyte123,44.25,18.58,7.02,-55.24
x--SoSick--x,33.62,18.63,6.2,1797.82
x-chibuku-x,56.84,24.21,4.26,-47.34
X-Factor777,28.06,16.84,6.59,-324.83
x-norland,33.33,33.33,0,3.12
X-rak'yt,41.15,28.78,13.27,-181.41
X1010X,66.67,33.33,0,-46.05
x79ersx,53.33,26.67,0,15.93
xade80,88,40,27.91,-534.99
xall12,27.26,19.35,10.05,-1584.96
xAndorx,21.89,11.86,4.37,1527.66
xannax20,33.59,7.34,2.04,-313.72
xaropinhomoc,46.94,10.2,3.57,-1.79
xatar--b4bo,84.87,54.62,32.31,353.68
xavierxu1983,46.15,3.85,0,80.99
xbit,34.56,22.51,8.54,-63.18
xBRIZZYx,59.21,39.74,16.13,-206.21
XE_exclusive,60.42,21.88,11.22,-417.95
xekpoker,69.47,20,5.45,-62.25
Xequter,48.44,32.81,21.21,115.17
xexeu10,30.63,11.13,6.2,-250.33
xfadomas666,50.91,34.55,23.08,-49.19
xgeorg,87.5,16.67,0,-116.95
XGIULIO,46.32,11.58,3.92,106.74
xhinax,18.04,10.98,4.13,-23.25
XiaoMiPoker,52.38,23.81,25,-18.73
xieguang,53.98,7.55,3.63,-166.3
xileviktor,51.56,32.81,30.77,161.12
Xindchen,0,0,0,0
xklaus90x,37.45,14.47,10.81,-109.82
XmaybachX,34.91,10.2,2.49,-590.42
XMONEYMAKERT,34.15,18.82,6.84,-821.62
xMOOMOx,82.61,56.52,10,-54.47
xNeo78x,49.57,13.48,2.24,-81.88
xnewwavex,31.2,9.6,3.57,-26.73
xnrobix,30.91,18.59,7.58,223.5
xPatex,23.81,4.76,0,-0.6
xpertmatte8,0,0,0,-1
xpmoney78,75,9.09,20,-50.89
xPokerxRatx,0,0,0,-1.5
xqshrt1,85.71,11.43,0,-270.11
xqyzwmkr,88.99,26.61,6.17,60.41
XSRambo,76.26,48.92,21.54,163.44
xueshe,57.92,39.01,14.12,-296.45
Xukaaa.vn,45.13,19.89,3.82,-422.32
xvmm,0,0,0,-1
xwink2004,89.71,50,20.93,287.48
Xx Lion10 xX,50,16.67,33.33,-5.95
xx-pack443,38.89,0,0,78.11
xxGeronimoxx,62.5,43.75,0,31.72
xxhello,38.89,22.22,5.56,17.42
xxJ82,33.33,16.67,0,3.48
xxjozicxx82,46.67,29.33,10.26,-122.04
XxKaprelxX,53.45,31.48,9.37,-2240.62
xxkxf,56.25,6.25,0,8.12
xXLoLSiCkXx,31.25,8.33,3.85,-80.55
xxlwantedlxx,42.04,24.7,10.47,260.2
xxmm63,50,0,0,-40
xxphiLLyJxx,38.24,20.59,0,-37.13
xXprivXx,39.27,21.58,9.35,-158.19
xxSKINTxx,51.05,10.49,4,-159.73
xxXguardXxx,80,40,0,-34.44
XxxMaYiToxxX,55.37,42.13,29.04,-2233.78
xxxx999,64,8,9.52,-47.31
XYKAO1958,59.84,9.45,5.56,48.88
Y.S.o43,37.55,19.9,11.12,-1393.56
y0uh0u222,57.14,42.86,33.33,-89.38
Y2K2000,73.33,24.17,8.96,-229.61
ya3thabe,53.67,26.61,4.04,409.55
YA_Barthezz,33.88,12.81,4.44,218.13
yadio,71.43,28.57,14.29,7.02
yaguar10,73.57,21.43,15.15,-514.31
yahii,44.75,29.96,8.82,-219.65
yair12721272,59.46,0,0,70.41
Yakiddinme,56.97,30.41,7.72,-1460.78
yakimaki,38.68,20.59,7.56,-524.99
yakovho,61.11,22.22,0,-82.44
Yamahamm6,56.67,33.33,10,42.62
YamahaTyros,77.08,6.25,3.03,-416.19
Yamisou1985,29.09,16.97,6.49,-86.47
Yangazz777,69.41,29.41,15.38,-183.87
YangGongZi,37.14,22.86,0,-66.42
yangnified,21.36,16.5,6.67,-42.53
yangyongwbw,30.36,17.86,7.14,-89.58
yanqiuyi815,28.89,18.26,6.05,87.84
yara777,42.66,24.48,9.46,233.04
yash2811,47.17,16.98,6.9,7.69
yasheeldodda,66.67,22.22,10,37.24
yastou26,22.88,11.11,7.14,-200.4
Yberklonk,62.5,8.33,0,-15.99
YBRATS,0,0,0,-1.9
yeasss,52.83,12.88,3.86,-4320.44
Yeeahh1988,46.67,13.33,14.29,-30.7
yellowfox0,37.34,13.27,4.41,-343.09
